"rowid","gameid","home_team","home_score","home_turnovers","away_team","away_score","away_turnovers","TODifAway","TODifHome","PointDifHome","PointDifAway"
"399","2010111411","PIT",26,1,"NE",39,0,1,-1,-13,13
"400","2010111500","WAS",28,3,"PHI",59,0,3,-3,-31,31
"401","2010111800","MIA",0,1,"CHI",16,1,0,0,-16,16
"402","2010112100","CAR",13,2,"BAL",37,2,0,0,-24,24
"403","2010112101","NYJ",30,2,"HOU",27,1,1,-1,3,-3
"404","2010112102","CIN",31,3,"BUF",49,2,1,-1,-18,18
"405","2010112103","PIT",35,1,"OAK",3,3,-2,2,32,-32
"406","2010112104","JAC",24,6,"CLE",20,1,5,-5,4,-4
"407","2010112105","DAL",35,1,"DET",19,2,-1,1,16,-16
"408","2010112106","MIN",3,2,"GB",31,0,2,-2,-28,28
"409","2010112107","NO",34,2,"SEA",19,2,0,0,15,-15
"410","2010112108","TEN",16,2,"WAS",19,1,1,-1,-3,3
"411","2010112109","KC",31,0,"ARI",13,0,0,0,18,-18
"412","2010112110","STL",17,1,"ATL",34,0,1,-1,-17,17
"413","2010112111","SF",0,2,"TB",21,0,2,-2,-21,21
"414","2010112112","NE",31,0,"IND",28,3,-3,3,3,-3
"415","2010112113","PHI",27,2,"NYG",17,5,-3,3,10,-10
"416","2010112200","SD",35,1,"DEN",14,1,0,0,21,-21
"417","2010112500","DET",24,2,"NE",45,0,2,-2,-21,21
"418","2010112501","DAL",27,3,"NO",30,2,1,-1,-3,3
"419","2010112502","NYJ",26,1,"CIN",10,3,-2,2,16,-16
"420","2010112800","NYG",24,0,"JAC",20,2,-2,2,4,-4
"421","2010112801","BUF",16,2,"PIT",19,1,1,-1,-3,3
"422","2010112802","HOU",20,0,"TEN",0,3,-3,3,20,-20
"423","2010112803","WAS",13,1,"MIN",17,0,1,-1,-4,4
"424","2010112804","CHI",31,0,"PHI",26,1,-1,1,5,-5
"425","2010112805","ATL",20,0,"GB",17,1,-1,1,3,-3
"426","2010112806","BAL",17,1,"TB",10,0,1,-1,7,-7
"427","2010112807","CLE",24,3,"CAR",23,1,2,-2,1,-1
"428","2010112808","SEA",24,3,"KC",42,1,2,-2,-18,18
"429","2010112809","OAK",17,3,"MIA",33,1,2,-2,-16,16
"430","2010112810","DEN",33,2,"STL",36,0,2,-2,-3,3
"431","2010112811","IND",14,5,"SD",36,0,5,-5,-22,22
"432","2010112900","ARI",6,2,"SF",27,1,1,-1,-21,21
"433","2010120200","PHI",34,1,"HOU",24,2,-1,1,10,-10
"434","2010120500","MIN",38,4,"BUF",14,5,-1,1,24,-24
"435","2010120501","MIA",10,3,"CLE",13,0,3,-3,-3,3
"436","2010120502","TEN",6,2,"JAC",17,0,2,-2,-11,11
"437","2010120503","KC",10,1,"DEN",6,1,0,0,4,-4
"438","2010120504","NYG",31,1,"WAS",7,6,-5,5,24,-24
"439","2010120505","DET",20,0,"CHI",24,1,-1,1,-4,4
"440","2010120506","GB",34,0,"SF",16,1,-1,1,18,-18
"441","2010120507","TB",24,1,"ATL",28,2,-1,1,-4,4
"442","2010120508","CIN",30,0,"NO",34,1,-1,1,-4,4
"443","2010120509","SD",13,2,"OAK",28,1,1,-1,-15,15
"444","2010120510","IND",35,4,"DAL",38,0,4,-4,-3,3
"445","2010120511","ARI",6,2,"STL",19,1,1,-1,-13,13
"446","2010120512","SEA",31,2,"CAR",14,1,1,-1,17,-17
"447","2010120513","BAL",10,1,"PIT",13,1,0,0,-3,3
"448","2010120600","NE",45,0,"NYJ",3,3,-3,3,42,-42
"449","2010120900","TEN",28,2,"IND",30,0,2,-2,-2,2
"450","2010121200","CHI",7,4,"NE",36,0,4,-4,-29,29
"451","2010121201","BUF",13,1,"CLE",6,3,-2,2,7,-7
"452","2010121202","PIT",23,0,"CIN",7,3,-3,3,16,-16
"453","2010121203","JAC",38,1,"OAK",31,2,-1,1,7,-7
"454","2010121204","WAS",16,1,"TB",17,2,-1,1,-1,1
"455","2010121205","DET",7,2,"GB",3,3,-1,1,4,-4
"456","2010121207","CAR",10,2,"ATL",31,1,1,-1,-21,21
"457","2010121208","NO",31,3,"STL",13,3,0,0,18,-18
"458","2010121209","SF",40,0,"SEA",21,5,-5,5,19,-19
"459","2010121210","NYJ",6,2,"MIA",10,3,-1,1,-4,4
"460","2010121211","ARI",43,1,"DEN",13,6,-5,5,30,-30
"461","2010121212","SD",31,2,"KC",0,0,2,-2,31,-31
"462","2010121213","DAL",27,2,"PHI",30,2,0,0,-3,3
"463","2010121300","HOU",28,2,"BAL",34,0,2,-2,-6,6
"464","2010121301","MIN",3,1,"NYG",21,2,-1,1,-18,18
"465","2010121600","SD",34,0,"SF",7,1,-1,1,27,-27
"466","2010121900","STL",13,2,"KC",27,1,1,-1,-14,14
"467","2010121901","MIA",14,2,"BUF",17,1,1,-1,-3,3
"468","2010121902","CIN",19,0,"CLE",17,0,0,0,2,-2
"469","2010121903","IND",34,0,"JAC",24,2,-2,2,10,-10
"470","2010121904","TEN",31,1,"HOU",17,1,0,0,14,-14
"471","2010121905","DAL",33,0,"WAS",30,3,-3,3,3,-3
"472","2010121906","NYG",31,2,"PHI",38,3,-1,1,-7,7
"473","2010121907","CAR",19,1,"ARI",12,2,-1,1,7,-7
"474","2010121908","TB",20,0,"DET",23,0,0,0,-3,3
"475","2010121909","BAL",30,0,"NO",24,2,-2,2,6,-6
"476","2010121910","SEA",18,3,"ATL",34,1,2,-2,-16,16
"477","2010121911","PIT",17,0,"NYJ",22,0,0,0,-5,5
"478","2010121912","OAK",39,3,"DEN",23,1,2,-2,16,-16
"479","2010121913","NE",31,0,"GB",27,2,-2,2,4,-4
"480","2010122000","MIN",14,5,"CHI",40,1,4,-4,-26,26
"481","2010122300","PIT",27,2,"CAR",3,2,0,0,24,-24
"482","2010122500","ARI",27,0,"DAL",26,3,-3,3,1,-1
"483","2010122600","CHI",38,1,"NYJ",34,2,-1,1,4,-4
"484","2010122601","BUF",3,7,"NE",34,0,7,-7,-31,31
"485","2010122602","CLE",10,4,"BAL",20,1,3,-3,-10,10
"486","2010122603","KC",34,2,"TEN",14,2,0,0,20,-20
"487","2010122605","TB",38,0,"SEA",15,0,0,0,23,-23
"488","2010122606","STL",25,1,"SF",17,2,-1,1,8,-8
"489","2010122607","MIA",27,3,"DET",34,0,3,-3,-7,7
"490","2010122608","JAC",17,2,"WAS",20,1,1,-1,-3,3
"491","2010122609","DEN",24,1,"HOU",23,1,0,0,1,-1
"492","2010122610","OAK",26,0,"IND",31,2,-2,2,-5,5
"493","2010122611","GB",45,1,"NYG",17,6,-5,5,28,-28
"494","2010122612","CIN",34,1,"SD",20,2,-1,1,14,-14
"495","2010122700","ATL",14,2,"NO",17,2,0,0,-3,3
"496","2010122800","PHI",14,3,"MIN",24,1,2,-2,-10,10
"497","2011010200","NE",38,1,"MIA",7,2,-1,1,31,-31
"498","2011010201","NYJ",38,1,"BUF",7,6,-5,5,31,-31
"499","2011010202","BAL",13,2,"CIN",7,5,-3,3,6,-6
"500","2011010203","CLE",9,3,"PIT",41,0,3,-3,-32,32
"501","2011010204","HOU",34,0,"JAC",17,2,-2,2,17,-17
"502","2011010205","IND",23,1,"TEN",20,1,0,0,3,-3
"503","2011010206","KC",10,2,"OAK",31,1,1,-1,-21,21
"504","2011010207","PHI",13,4,"DAL",14,1,3,-3,-1,1
"505","2011010208","WAS",14,4,"NYG",17,1,3,-3,-3,3
"506","2011010209","DET",20,2,"MIN",13,1,1,-1,7,-7
"507","2011010210","GB",10,2,"CHI",3,2,0,0,7,-7
"508","2011010211","ATL",31,1,"CAR",10,2,-1,1,21,-21
"509","2011010212","NO",13,3,"TB",23,2,1,-1,-10,10
"510","2011010213","DEN",28,2,"SD",33,1,1,-1,-5,5
"511","2011010214","SF",38,0,"ARI",7,2,-2,2,31,-31
"512","2011010215","SEA",16,1,"STL",6,1,0,0,10,-10
"513","2011090800","GB",42,0,"NO",34,1,-1,1,8,-8
"514","2011091100","BAL",35,0,"PIT",7,7,-7,7,28,-28
"515","2011091101","CLE",17,1,"CIN",27,0,1,-1,-10,10
"516","2011091102","HOU",34,3,"IND",7,2,1,-1,27,-27
"517","2011091103","JAC",16,1,"TEN",14,1,0,0,2,-2
"518","2011091104","KC",7,3,"BUF",41,1,2,-2,-34,34
"519","2011091105","CHI",30,1,"ATL",12,3,-2,2,18,-18
"520","2011091106","TB",20,2,"DET",27,1,1,-1,-7,7
"521","2011091107","STL",13,1,"PHI",31,1,0,0,-18,18
"522","2011091108","WAS",28,1,"NYG",14,1,0,0,14,-14
"523","2011091109","ARI",28,1,"CAR",21,1,0,0,7,-7
"524","2011091110","SF",33,0,"SEA",17,3,-3,3,16,-16
"525","2011091111","SD",24,2,"MIN",17,1,1,-1,7,-7
"526","2011091112","NYJ",27,2,"DAL",24,3,-1,1,3,-3
"527","2011091200","MIA",24,1,"NE",38,1,0,0,-14,14
"528","2011091201","DEN",20,3,"OAK",23,1,2,-2,-3,3
"529","2011091800","DET",48,1,"KC",3,6,-5,5,45,-45
"530","2011091801","BUF",38,1,"OAK",35,2,-1,1,3,-3
"531","2011091802","TEN",26,1,"BAL",13,3,-2,2,13,-13
"532","2011091803","NYJ",32,2,"JAC",3,4,-2,2,29,-29
"533","2011091804","IND",19,2,"CLE",27,1,1,-1,-8,8
"534","2011091805","WAS",22,2,"ARI",21,2,0,0,1,-1
"535","2011091806","MIN",20,1,"TB",24,1,0,0,-4,4
"536","2011091807","CAR",23,4,"GB",30,1,3,-3,-7,7
"537","2011091808","NO",30,1,"CHI",13,1,0,0,17,-17
"538","2011091809","PIT",24,0,"SEA",0,0,0,0,24,-24
"539","2011091810","SF",24,1,"DAL",27,2,-1,1,-3,3
"540","2011091811","NE",35,0,"SD",21,4,-4,4,14,-14
"541","2011091812","DEN",24,2,"CIN",22,0,2,-2,2,-2
"542","2011091813","MIA",13,2,"HOU",23,0,2,-2,-10,10
"543","2011091814","ATL",35,2,"PHI",31,3,-1,1,4,-4
"544","2011091900","NYG",28,1,"STL",16,2,-1,1,12,-12
"545","2011092500","CAR",16,0,"JAC",10,1,-1,1,6,-6
"546","2011092501","NO",40,2,"HOU",33,1,1,-1,7,-7
"547","2011092502","BUF",34,2,"NE",31,4,-2,2,3,-3
"548","2011092503","CLE",17,1,"MIA",16,2,-1,1,1,-1
"549","2011092504","TEN",17,2,"DEN",14,2,0,0,3,-3
"550","2011092505","PHI",16,3,"NYG",29,0,3,-3,-13,13
"551","2011092506","MIN",23,0,"DET",26,0,0,0,-3,3
"552","2011092507","CIN",8,3,"SF",13,1,2,-2,-5,5
"553","2011092508","OAK",34,0,"NYJ",24,2,-2,2,10,-10
"554","2011092509","SD",20,2,"KC",17,1,1,-1,3,-3
"555","2011092510","STL",7,2,"BAL",37,1,1,-1,-30,30
"556","2011092511","CHI",17,2,"GB",27,2,0,0,-10,10
"557","2011092512","SEA",13,1,"ARI",10,2,-1,1,3,-3
"558","2011092513","TB",16,2,"ATL",13,3,-1,1,3,-3
"559","2011092514","IND",20,1,"PIT",23,3,-2,2,-3,3
"560","2011092600","DAL",18,2,"WAS",16,2,0,0,2,-2
"561","2011100200","CIN",23,2,"BUF",20,0,2,-2,3,-3
"562","2011100201","CLE",13,1,"TEN",31,1,0,0,-18,18
"563","2011100202","HOU",17,0,"PIT",10,1,-1,1,7,-7
"564","2011100203","DAL",30,3,"DET",34,1,2,-2,-4,4
"565","2011100204","PHI",23,3,"SF",24,1,2,-2,-1,1
"566","2011100205","CHI",34,1,"CAR",29,1,0,0,5,-5
"567","2011100206","STL",10,1,"WAS",17,2,-1,1,-7,7
"568","2011100207","JAC",10,1,"NO",23,2,-1,1,-13,13
"569","2011100208","KC",22,0,"MIN",17,1,-1,1,5,-5
"570","2011100209","ARI",27,2,"NYG",31,2,0,0,-4,4
"571","2011100210","SEA",28,2,"ATL",30,0,2,-2,-2,2
"572","2011100211","GB",49,2,"DEN",23,4,-2,2,26,-26
"573","2011100212","OAK",19,2,"NE",31,0,2,-2,-12,12
"574","2011100213","SD",26,0,"MIA",16,2,-2,2,10,-10
"575","2011100214","BAL",34,3,"NYJ",17,4,-1,1,17,-17
"576","2011100300","TB",24,0,"IND",17,1,-1,1,7,-7
"577","2011100900","PIT",38,2,"TEN",17,1,1,-1,21,-21
"578","2011100901","HOU",20,2,"OAK",25,1,1,-1,-5,5
"579","2011100902","IND",24,0,"KC",28,0,0,0,-4,4
"580","2011100903","JAC",20,2,"CIN",30,1,1,-1,-10,10
"581","2011100904","NYG",25,5,"SEA",36,3,2,-2,-11,11
"582","2011100905","MIN",34,1,"ARI",10,4,-3,3,24,-24
"583","2011100906","CAR",27,1,"NO",30,1,0,0,-3,3
"584","2011100907","BUF",31,1,"PHI",24,5,-4,4,7,-7
"585","2011100908","SF",48,1,"TB",3,3,-2,2,45,-45
"586","2011100909","NE",30,1,"NYJ",21,0,1,-1,9,-9
"587","2011100910","DEN",24,1,"SD",29,2,-1,1,-5,5
"588","2011100911","ATL",14,2,"GB",25,1,1,-1,-11,11
"589","2011101000","DET",24,1,"CHI",13,0,1,-1,11,-11
"590","2011101600","NYG",27,0,"BUF",24,2,-2,2,3,-3
"591","2011101601","CIN",27,0,"IND",17,3,-3,3,10,-10
"592","2011101602","PIT",17,0,"JAC",13,0,0,0,4,-4
"593","2011101603","WAS",13,4,"PHI",20,2,2,-2,-7,7
"594","2011101604","DET",19,0,"SF",25,2,-2,2,-6,6
"595","2011101605","GB",24,1,"STL",3,1,0,0,21,-21
"596","2011101606","ATL",31,0,"CAR",17,3,-3,3,14,-14
"597","2011101607","OAK",24,1,"CLE",17,1,0,0,7,-7
"598","2011101608","BAL",29,2,"HOU",14,0,2,-2,15,-15
"599","2011101609","TB",26,0,"NO",20,4,-4,4,6,-6
"600","2011101610","NE",20,4,"DAL",16,2,2,-2,4,-4
"601","2011101611","CHI",39,1,"MIN",10,0,1,-1,29,-29
"602","2011101700","NYJ",24,1,"MIA",6,3,-2,2,18,-18
"603","2011102300","MIA",15,1,"DEN",18,1,0,0,-3,3
"604","2011102301","NYJ",27,2,"SD",21,2,0,0,6,-6
"605","2011102302","TEN",7,2,"HOU",41,0,2,-2,-34,34
"606","2011102303","DET",16,1,"ATL",23,2,-1,1,-7,7
"607","2011102304","CAR",33,0,"WAS",20,3,-3,3,13,-13
"608","2011102305","TB",18,4,"CHI",24,2,2,-2,-6,6
"609","2011102306","CLE",6,1,"SEA",3,2,-1,1,3,-3
"610","2011102307","ARI",20,1,"PIT",32,0,1,-1,-12,12
"611","2011102308","OAK",0,6,"KC",28,2,4,-4,-28,28
"612","2011102309","MIN",27,2,"GB",33,1,1,-1,-6,6
"613","2011102310","DAL",34,1,"STL",7,2,-1,1,27,-27
"614","2011102311","NO",62,0,"IND",7,3,-3,3,55,-55
"615","2011102400","JAC",12,1,"BAL",7,2,-1,1,5,-5
"616","2011103000","NYG",20,0,"MIA",17,1,-1,1,3,-3
"617","2011103001","HOU",24,2,"JAC",14,2,0,0,10,-10
"618","2011103002","TEN",27,0,"IND",10,2,-2,2,17,-17
"619","2011103003","CAR",21,2,"MIN",24,1,1,-1,-3,3
"620","2011103004","STL",31,1,"NO",21,2,-1,1,10,-10
"621","2011103005","BAL",30,2,"ARI",27,1,1,-1,3,-3
"622","2011103006","DEN",10,3,"DET",45,0,3,-3,-35,35
"623","2011103007","BUF",23,2,"WAS",0,2,0,0,23,-23
"624","2011103008","PIT",25,1,"NE",17,0,1,-1,8,-8
"625","2011103009","SF",20,0,"CLE",10,2,-2,2,10,-10
"626","2011103010","SEA",12,2,"CIN",34,2,0,0,-22,22
"627","2011103011","PHI",34,0,"DAL",7,1,-1,1,27,-27
"628","2011103100","KC",23,4,"SD",20,4,0,0,3,-3
"629","2011110600","BUF",11,3,"NYJ",27,2,1,-1,-16,16
"630","2011110601","HOU",30,1,"CLE",12,2,-1,1,18,-18
"631","2011110602","KC",3,0,"MIA",31,0,0,0,-28,28
"632","2011110603","DAL",23,1,"SEA",13,3,-2,2,10,-10
"633","2011110604","WAS",11,3,"SF",19,1,2,-2,-8,8
"634","2011110605","NO",27,1,"TB",16,0,1,-1,11,-11
"635","2011110606","IND",7,2,"ATL",31,1,1,-1,-24,24
"636","2011110607","OAK",24,3,"DEN",38,0,3,-3,-14,14
"637","2011110608","TEN",17,1,"CIN",24,0,1,-1,-7,7
"638","2011110609","NE",20,4,"NYG",24,2,2,-2,-4,4
"639","2011110610","SD",38,3,"GB",45,0,3,-3,-7,7
"640","2011110611","ARI",19,0,"STL",13,1,-1,1,6,-6
"641","2011110612","PIT",20,2,"BAL",23,1,1,-1,-3,3
"642","2011110700","PHI",24,2,"CHI",30,2,0,0,-6,6
"643","2011111000","SD",17,2,"OAK",24,2,0,0,-7,7
"644","2011111300","DAL",44,0,"BUF",7,4,-4,4,37,-37
"645","2011111301","CAR",3,2,"TEN",30,1,1,-1,-27,27
"646","2011111302","TB",9,4,"HOU",37,0,4,-4,-28,28
"647","2011111303","CIN",17,2,"PIT",24,1,1,-1,-7,7
"648","2011111304","IND",3,3,"JAC",17,1,2,-2,-14,14
"649","2011111305","KC",10,0,"DEN",17,0,0,0,-7,7
"650","2011111306","PHI",17,2,"ARI",21,2,0,0,-4,4
"651","2011111307","CHI",37,1,"DET",13,6,-5,5,24,-24
"652","2011111308","ATL",23,1,"NO",26,0,1,-1,-3,3
"653","2011111309","MIA",20,2,"WAS",9,2,0,0,11,-11
"654","2011111310","CLE",12,1,"STL",13,2,-1,1,-1,1
"655","2011111311","SEA",22,0,"BAL",17,3,-3,3,5,-5
"656","2011111312","SF",27,1,"NYG",20,2,-1,1,7,-7
"657","2011111313","NYJ",16,3,"NE",37,0,3,-3,-21,21
"658","2011111400","GB",45,1,"MIN",7,1,0,0,38,-38
"659","2011111700","DEN",17,1,"NYJ",13,2,-1,1,4,-4
"660","2011112000","MIN",21,5,"OAK",27,1,4,-4,-6,6
"661","2011112001","ATL",23,1,"TEN",17,1,0,0,6,-6
"662","2011112002","MIA",35,0,"BUF",8,2,-2,2,27,-27
"663","2011112003","CLE",14,1,"JAC",10,0,1,-1,4,-4
"664","2011112004","BAL",31,1,"CIN",24,3,-2,2,7,-7
"665","2011112005","WAS",24,2,"DAL",27,0,2,-2,-3,3
"666","2011112006","DET",49,3,"CAR",35,4,-1,1,14,-14
"667","2011112007","GB",35,1,"TB",26,2,-1,1,9,-9
"668","2011112008","SF",23,1,"ARI",7,5,-4,4,16,-16
"669","2011112009","STL",7,3,"SEA",24,2,1,-1,-17,17
"670","2011112010","CHI",31,1,"SD",20,3,-2,2,11,-11
"671","2011112011","NYG",10,2,"PHI",17,3,-1,1,-7,7
"672","2011112100","NE",34,1,"KC",3,3,-2,2,31,-31
"673","2011112400","DET",15,3,"GB",27,0,3,-3,-12,12
"674","2011112401","DAL",20,2,"MIA",19,1,1,-1,1,-1
"675","2011112402","BAL",16,0,"SF",6,1,-1,1,10,-10
"676","2011112700","NYJ",28,2,"BUF",24,0,2,-2,4,-4
"677","2011112701","CIN",23,1,"CLE",20,1,0,0,3,-3
"678","2011112702","JAC",13,1,"HOU",20,1,0,0,-7,7
"679","2011112703","ATL",24,1,"MIN",14,0,1,-1,10,-10
"680","2011112704","STL",20,2,"ARI",23,3,-1,1,-3,3
"681","2011112705","IND",19,2,"CAR",27,1,1,-1,-8,8
"682","2011112706","TEN",23,4,"TB",17,5,-1,1,6,-6
"683","2011112707","SEA",17,1,"WAS",23,2,-1,1,-6,6
"684","2011112708","OAK",25,1,"CHI",20,3,-2,2,5,-5
"685","2011112709","PHI",20,1,"NE",38,0,1,-1,-18,18
"686","2011112710","SD",13,0,"DEN",16,0,0,0,-3,3
"687","2011112711","KC",9,4,"PIT",13,2,2,-2,-4,4
"688","2011112800","NO",49,0,"NYG",24,2,-2,2,25,-25
"689","2011120100","SEA",31,0,"PHI",14,4,-4,4,17,-17
"690","2011120400","WAS",19,3,"NYJ",34,1,2,-2,-15,15
"691","2011120401","CHI",3,3,"KC",10,1,2,-2,-7,7
"692","2011120402","BUF",17,2,"TEN",23,0,2,-2,-6,6
"693","2011120403","MIA",34,0,"OAK",14,1,-1,1,20,-20
"694","2011120404","CLE",10,1,"BAL",24,1,0,0,-14,14
"695","2011120405","PIT",35,0,"CIN",7,2,-2,2,28,-28
"696","2011120406","NO",31,0,"DET",17,1,-1,1,14,-14
"697","2011120407","TB",19,1,"CAR",38,0,1,-1,-19,19
"698","2011120408","HOU",17,1,"ATL",10,2,-1,1,7,-7
"699","2011120409","MIN",32,3,"DEN",35,2,1,-1,-3,3
"700","2011120410","NYG",35,2,"GB",38,1,1,-1,-3,3
"701","2011120411","ARI",19,0,"DAL",13,0,0,0,6,-6
"702","2011120412","SF",26,0,"STL",0,2,-2,2,26,-26
"703","2011120413","NE",31,0,"IND",24,2,-2,2,7,-7
"704","2011120500","JAC",14,1,"SD",38,0,1,-1,-24,24
"705","2011120800","PIT",14,3,"CLE",3,2,1,-1,11,-11
"706","2011121100","WAS",27,2,"NE",34,1,1,-1,-7,7
"707","2011121101","GB",46,1,"OAK",16,5,-4,4,30,-30
"708","2011121102","NYJ",37,1,"KC",10,1,0,0,27,-27
"709","2011121103","CIN",19,2,"HOU",20,4,-2,2,-1,1
"710","2011121104","BAL",24,2,"IND",10,1,1,-1,14,-14
"711","2011121105","DET",34,0,"MIN",28,6,-6,6,6,-6
"712","2011121106","CAR",23,2,"ATL",31,0,2,-2,-8,8
"713","2011121107","MIA",10,3,"PHI",26,2,1,-1,-16,16
"714","2011121108","JAC",41,2,"TB",14,7,-5,5,27,-27
"715","2011121109","TEN",17,0,"NO",22,0,0,0,-5,5
"716","2011121110","ARI",21,3,"SF",19,0,3,-3,2,-2
"717","2011121111","DEN",13,2,"CHI",10,1,1,-1,3,-3
"718","2011121112","SD",37,1,"BUF",10,3,-2,2,27,-27
"719","2011121113","DAL",34,1,"NYG",37,1,0,0,-3,3
"720","2011121200","SEA",30,1,"STL",13,1,0,0,17,-17
"721","2011121500","ATL",41,0,"JAC",14,4,-4,4,27,-27
"722","2011121700","TB",15,1,"DAL",31,1,0,0,-16,16
"723","2011121800","STL",13,0,"CIN",20,1,-1,1,-7,7
"724","2011121801","BUF",23,3,"MIA",30,3,0,0,-7,7
"725","2011121802","IND",27,1,"TEN",13,3,-2,2,14,-14
"726","2011121803","NYG",10,3,"WAS",23,2,1,-1,-13,13
"727","2011121804","CHI",14,5,"SEA",38,1,4,-4,-24,24
"728","2011121805","MIN",20,1,"NO",42,2,-1,1,-22,22
"729","2011121806","HOU",13,3,"CAR",28,0,3,-3,-15,15
"730","2011121807","KC",19,0,"GB",14,0,0,0,5,-5
"731","2011121808","OAK",27,1,"DET",28,1,0,0,-1,1
"732","2011121809","PHI",45,4,"NYJ",19,4,0,0,26,-26
"733","2011121810","ARI",20,1,"CLE",17,1,0,0,3,-3
"734","2011121811","DEN",23,3,"NE",41,0,3,-3,-18,18
"735","2011121812","SD",34,0,"BAL",14,2,-2,2,20,-20
"736","2011121900","SF",20,0,"PIT",3,4,-4,4,17,-17
"737","2011122200","IND",19,1,"HOU",16,1,0,0,3,-3
"738","2011122400","BUF",40,0,"DEN",14,4,-4,4,26,-26
"739","2011122401","NE",27,0,"MIA",24,2,-2,2,3,-3
"740","2011122402","BAL",20,1,"CLE",14,1,0,0,6,-6
"741","2011122403","TEN",23,3,"JAC",17,1,2,-2,6,-6
"742","2011122404","KC",13,2,"OAK",16,2,0,0,-3,3
"743","2011122405","NYJ",14,3,"NYG",29,1,2,-2,-15,15
"744","2011122406","WAS",26,2,"MIN",33,0,2,-2,-7,7
"745","2011122407","CAR",48,0,"TB",16,4,-4,4,32,-32
"746","2011122408","CIN",23,2,"ARI",16,3,-1,1,7,-7
"747","2011122409","PIT",27,1,"STL",0,0,1,-1,27,-27
"748","2011122410","DET",38,0,"SD",10,2,-2,2,28,-28
"749","2011122411","DAL",7,0,"PHI",20,1,-1,1,-13,13
"750","2011122412","SEA",17,1,"SF",19,0,1,-1,-2,2
"751","2011122500","GB",35,0,"CHI",21,2,-2,2,14,-14
"752","2011122600","NO",45,2,"ATL",16,1,1,-1,29,-29
"753","2012010100","MIA",19,2,"NYJ",17,3,-1,1,2,-2
"754","2012010101","NE",49,1,"BUF",21,4,-3,3,28,-28
"755","2012010102","CIN",16,1,"BAL",24,0,1,-1,-8,8
"756","2012010103","CLE",9,1,"PIT",13,2,-1,1,-4,4
"757","2012010104","HOU",22,1,"TEN",23,1,0,0,-1,1
"758","2012010105","JAC",19,1,"IND",13,3,-2,2,6,-6
"759","2012010106","NYG",31,0,"DAL",14,2,-2,2,17,-17
"760","2012010107","PHI",34,2,"WAS",10,1,1,-1,24,-24
"761","2012010108","GB",45,2,"DET",41,4,-2,2,4,-4
"762","2012010109","MIN",13,3,"CHI",17,3,0,0,-4,4
"763","2012010110","ATL",45,2,"TB",24,4,-2,2,21,-21
"764","2012010111","NO",45,1,"CAR",17,2,-1,1,28,-28
"765","2012010112","STL",27,2,"SF",34,0,2,-2,-7,7
"766","2012010113","DEN",3,2,"KC",7,1,1,-1,-4,4
"767","2012010114","OAK",26,1,"SD",38,1,0,0,-12,12
"768","2012010115","ARI",23,2,"SEA",20,1,1,-1,3,-3
"769","2012090500","NYG",17,1,"DAL",24,1,0,0,-7,7
"770","2012090900","CHI",41,1,"IND",21,5,-4,4,20,-20
"771","2012090901","MIN",26,1,"JAC",23,1,0,0,3,-3
"772","2012090902","NYJ",48,1,"BUF",28,4,-3,3,20,-20
"773","2012090903","HOU",30,0,"MIA",10,4,-4,4,20,-20
"774","2012090904","TEN",13,2,"NE",34,0,2,-2,-21,21
"775","2012090905","DET",27,3,"STL",23,0,3,-3,4,-4
"776","2012090906","NO",32,3,"WAS",40,0,3,-3,-8,8
"777","2012090907","CLE",16,4,"PHI",17,5,-1,1,-1,1
"778","2012090908","KC",24,3,"ATL",40,0,3,-3,-16,16
"779","2012090909","GB",22,1,"SF",30,0,1,-1,-8,8
"780","2012090910","ARI",20,2,"SEA",16,2,0,0,4,-4
"781","2012090911","TB",16,0,"CAR",10,2,-2,2,6,-6
"782","2012090912","DEN",31,1,"PIT",19,1,0,0,12,-12
"783","2012091000","BAL",44,0,"CIN",13,2,-2,2,31,-31
"784","2012091001","OAK",14,1,"SD",22,0,1,-1,-8,8
"785","2012091300","GB",23,2,"CHI",10,4,-2,2,13,-13
"786","2012091600","NYG",41,3,"TB",34,2,1,-1,7,-7
"787","2012091601","CAR",35,1,"NO",27,2,-1,1,8,-8
"788","2012091602","NE",18,1,"ARI",20,2,-1,1,-2,2
"789","2012091603","IND",23,0,"MIN",20,1,-1,1,3,-3
"790","2012091604","PHI",24,4,"BAL",23,2,2,-2,1,-1
"791","2012091605","BUF",35,0,"KC",17,3,-3,3,18,-18
"792","2012091606","CIN",34,1,"CLE",27,1,0,0,7,-7
"793","2012091607","JAC",7,1,"HOU",27,0,1,-1,-20,20
"794","2012091608","SEA",27,0,"DAL",7,2,-2,2,20,-20
"795","2012091609","STL",31,3,"WAS",28,1,2,-2,3,-3
"796","2012091610","PIT",27,0,"NYJ",10,1,-1,1,17,-17
"797","2012091611","SD",38,1,"TEN",10,1,0,0,28,-28
"798","2012091612","MIA",35,0,"OAK",13,1,-1,1,22,-22
"799","2012091613","SF",27,1,"DET",19,1,0,0,8,-8
"800","2012091700","ATL",27,0,"DEN",21,4,-4,4,6,-6
"801","2012092000","CAR",7,5,"NYG",36,0,5,-5,-29,29
"802","2012092300","DAL",16,3,"TB",10,2,1,-1,6,-6
"803","2012092301","CHI",23,1,"STL",6,2,-1,1,17,-17
"804","2012092302","MIN",24,2,"SF",13,3,-1,1,11,-11
"805","2012092303","TEN",44,2,"DET",41,1,1,-1,3,-3
