"rowid","gameid","home_team","home_score","home_turnovers","away_team","away_score","away_turnovers","TODifAway","TODifHome","PointDifHome","PointDifAway"
"1207","2013120103","KC",28,1,"DEN",35,2,-1,1,-7,7
"1208","2013120104","MIN",23,1,"CHI",20,1,0,0,3,-3
"1209","2013120105","NYJ",3,3,"MIA",23,1,2,-2,-20,20
"1210","2013120106","PHI",24,0,"ARI",21,3,-3,3,3,-3
"1211","2013120107","BUF",31,2,"ATL",34,1,1,-1,-3,3
"1212","2013120108","SF",23,1,"STL",13,1,0,0,10,-10
"1213","2013120109","HOU",31,1,"NE",34,1,0,0,-3,3
"1214","2013120110","SD",10,3,"CIN",17,2,1,-1,-7,7
"1215","2013120111","WAS",17,1,"NYG",24,1,0,0,-7,7
"1216","2013120200","SEA",34,0,"NO",7,1,-1,1,27,-27
"1217","2013120500","JAC",27,0,"HOU",20,2,-2,2,7,-7
"1218","2013120800","BAL",29,3,"MIN",26,1,2,-2,3,-3
"1219","2013120801","CIN",42,0,"IND",28,0,0,0,14,-14
"1220","2013120802","NE",27,2,"CLE",26,0,2,-2,1,-1
"1221","2013120803","NYJ",37,1,"OAK",27,1,0,0,10,-10
"1222","2013120804","NO",31,0,"CAR",13,0,0,0,18,-18
"1223","2013120805","PHI",34,1,"DET",20,3,-2,2,14,-14
"1224","2013120806","PIT",28,1,"MIA",34,1,0,0,-6,6
"1225","2013120807","TB",27,2,"BUF",6,5,-3,3,21,-21
"1226","2013120808","WAS",10,2,"KC",45,1,1,-1,-35,35
"1227","2013120809","DEN",51,0,"TEN",28,2,-2,2,23,-23
"1228","2013120810","ARI",30,1,"STL",10,2,-1,1,20,-20
"1229","2013120811","SD",37,1,"NYG",14,3,-2,2,23,-23
"1230","2013120812","SF",19,1,"SEA",17,1,0,0,2,-2
"1231","2013120813","GB",22,2,"ATL",21,2,0,0,1,-1
"1232","2013120900","CHI",45,0,"DAL",28,0,0,0,17,-17
"1233","2013121200","DEN",20,1,"SD",27,0,1,-1,-7,7
"1234","2013121500","ATL",27,2,"WAS",26,7,-5,5,1,-1
"1235","2013121501","CLE",31,2,"CHI",38,3,-1,1,-7,7
"1236","2013121502","IND",25,1,"HOU",3,2,-1,1,22,-22
"1237","2013121503","JAC",20,4,"BUF",27,2,2,-2,-7,7
"1238","2013121504","MIA",24,1,"NE",20,1,0,0,4,-4
"1239","2013121505","MIN",48,1,"PHI",30,1,0,0,18,-18
"1240","2013121506","NYG",0,5,"SEA",23,1,4,-4,-23,23
"1241","2013121507","STL",27,0,"NO",16,3,-3,3,11,-11
"1242","2013121508","TB",14,2,"SF",33,0,2,-2,-19,19
"1243","2013121509","TEN",34,3,"ARI",37,0,3,-3,-3,3
"1244","2013121510","CAR",30,0,"NYJ",20,1,-1,1,10,-10
"1245","2013121511","OAK",31,7,"KC",56,1,6,-6,-25,25
"1246","2013121512","DAL",36,2,"GB",37,1,1,-1,-1,1
"1247","2013121513","PIT",30,1,"CIN",20,1,0,0,10,-10
"1248","2013121600","DET",16,3,"BAL",18,0,3,-3,-2,2
"1249","2013122200","BUF",19,1,"MIA",0,2,-1,1,19,-19
"1250","2013122201","CAR",17,1,"NO",13,2,-1,1,4,-4
"1251","2013122202","CIN",42,1,"MIN",14,4,-3,3,28,-28
"1252","2013122203","HOU",13,2,"DEN",37,0,2,-2,-24,24
"1253","2013122204","JAC",16,1,"TEN",20,1,0,0,-4,4
"1254","2013122205","KC",7,4,"IND",23,0,4,-4,-16,16
"1255","2013122206","NYJ",24,0,"CLE",13,2,-2,2,11,-11
"1256","2013122207","PHI",54,1,"CHI",11,2,-1,1,43,-43
"1257","2013122208","STL",23,2,"TB",13,2,0,0,10,-10
"1258","2013122209","WAS",23,1,"DAL",24,2,-1,1,-1,1
"1259","2013122210","DET",20,3,"NYG",23,2,1,-1,-3,3
"1260","2013122211","SEA",10,2,"ARI",17,4,-2,2,-7,7
"1261","2013122212","GB",31,2,"PIT",38,2,0,0,-7,7
"1262","2013122213","SD",26,3,"OAK",13,2,1,-1,13,-13
"1263","2013122214","BAL",7,4,"NE",41,0,4,-4,-34,34
"1264","2013122300","SF",34,0,"ATL",24,2,-2,2,10,-10
"1265","2013122900","ATL",20,1,"CAR",21,2,-1,1,-1,1
"1266","2013122901","CHI",28,2,"GB",33,2,0,0,-5,5
"1267","2013122902","CIN",34,4,"BAL",17,3,1,-1,17,-17
"1268","2013122903","DAL",22,3,"PHI",24,1,2,-2,-2,2
"1269","2013122904","IND",30,0,"JAC",10,2,-2,2,20,-20
"1270","2013122905","MIA",7,3,"NYJ",20,0,3,-3,-13,13
"1271","2013122906","MIN",14,2,"DET",13,0,2,-2,1,-1
"1272","2013122907","NE",34,1,"BUF",20,0,1,-1,14,-14
"1273","2013122908","NO",42,0,"TB",17,1,-1,1,25,-25
"1274","2013122909","NYG",20,3,"WAS",6,4,-1,1,14,-14
"1275","2013122910","PIT",20,2,"CLE",7,2,0,0,13,-13
"1276","2013122911","TEN",16,1,"HOU",10,4,-3,3,6,-6
"1277","2013122912","ARI",20,2,"SF",23,0,2,-2,-3,3
"1278","2013122913","OAK",14,1,"DEN",34,0,1,-1,-20,20
"1279","2013122914","SD",27,1,"KC",24,0,1,-1,3,-3
"1280","2013122915","SEA",27,0,"STL",9,2,-2,2,18,-18
"1281","2014090400","SEA",36,1,"GB",16,1,0,0,20,-20
"1282","2014090700","ATL",37,1,"NO",34,2,-1,1,3,-3
"1283","2014090701","BAL",16,2,"CIN",23,0,2,-2,-7,7
"1284","2014090702","CHI",20,3,"BUF",23,1,2,-2,-3,3
"1285","2014090703","HOU",17,1,"WAS",6,2,-1,1,11,-11
"1286","2014090704","KC",10,3,"TEN",26,0,3,-3,-16,16
"1287","2014090705","MIA",33,3,"NE",20,2,1,-1,13,-13
"1288","2014090706","NYJ",19,2,"OAK",14,0,2,-2,5,-5
"1289","2014090707","PHI",34,3,"JAC",17,1,2,-2,17,-17
"1290","2014090708","PIT",30,1,"CLE",27,0,1,-1,3,-3
"1291","2014090709","STL",6,2,"MIN",34,0,2,-2,-28,28
"1292","2014090710","DAL",17,4,"SF",28,0,4,-4,-11,11
"1293","2014090711","TB",14,3,"CAR",20,0,3,-3,-6,6
"1294","2014090712","DEN",31,0,"IND",24,2,-2,2,7,-7
"1295","2014090800","DET",35,0,"NYG",14,2,-2,2,21,-21
"1296","2014090801","ARI",18,2,"SD",17,1,1,-1,1,-1
"1297","2014091100","BAL",26,0,"PIT",6,3,-3,3,20,-20
"1298","2014091400","BUF",29,0,"MIA",10,2,-2,2,19,-19
"1299","2014091401","CAR",24,0,"DET",7,3,-3,3,17,-17
"1300","2014091402","CIN",24,0,"ATL",10,3,-3,3,14,-14
"1301","2014091403","CLE",26,0,"NO",24,2,-2,2,2,-2
"1302","2014091404","MIN",7,4,"NE",30,0,4,-4,-23,23
"1303","2014091405","NYG",14,4,"ARI",25,0,4,-4,-11,11
"1304","2014091406","TEN",10,2,"DAL",26,1,1,-1,-16,16
"1305","2014091407","WAS",41,0,"JAC",10,1,-1,1,31,-31
"1306","2014091408","SD",30,0,"SEA",21,1,-1,1,9,-9
"1307","2014091409","TB",17,1,"STL",19,1,0,0,-2,2
"1308","2014091410","DEN",24,0,"KC",17,0,0,0,7,-7
"1309","2014091411","GB",31,1,"NYJ",24,1,0,0,7,-7
"1310","2014091412","OAK",14,4,"HOU",30,0,4,-4,-16,16
"1311","2014091413","SF",20,4,"CHI",28,0,4,-4,-8,8
"1312","2014091500","IND",27,2,"PHI",30,1,1,-1,-3,3
"1313","2014091800","ATL",56,4,"TB",14,5,-1,1,42,-42
"1314","2014092100","BUF",10,0,"SD",22,0,0,0,-12,12
"1315","2014092101","CIN",33,1,"TEN",7,2,-1,1,26,-26
"1316","2014092102","CLE",21,0,"BAL",23,1,-1,1,-2,2
"1317","2014092103","DET",19,3,"GB",7,1,2,-2,12,-12
"1318","2014092104","JAC",17,3,"IND",44,0,3,-3,-27,27
"1319","2014092105","NE",16,0,"OAK",9,1,-1,1,7,-7
"1320","2014092106","NO",20,0,"MIN",9,0,0,0,11,-11
"1321","2014092107","NYG",30,1,"HOU",17,3,-2,2,13,-13
"1322","2014092108","PHI",37,1,"WAS",34,1,0,0,3,-3
"1323","2014092109","STL",31,3,"DAL",34,2,1,-1,-3,3
"1324","2014092110","ARI",23,1,"SF",14,0,1,-1,9,-9
"1325","2014092111","MIA",15,0,"KC",34,2,-2,2,-19,19
"1326","2014092112","SEA",26,1,"DEN",20,2,-1,1,6,-6
"1327","2014092113","CAR",19,2,"PIT",37,0,2,-2,-18,18
"1328","2014092200","NYJ",19,3,"CHI",27,1,2,-2,-8,8
"1329","2014092500","WAS",14,6,"NYG",45,1,5,-5,-31,31
"1330","2014092800","BAL",38,0,"CAR",10,1,-1,1,28,-28
"1331","2014092801","CHI",17,2,"GB",38,0,2,-2,-21,21
"1332","2014092802","HOU",23,3,"BUF",17,2,1,-1,6,-6
"1333","2014092803","IND",41,1,"TEN",17,3,-2,2,24,-24
"1334","2014092804","MIN",41,0,"ATL",28,2,-2,2,13,-13
"1335","2014092805","NYJ",17,2,"DET",24,0,2,-2,-7,7
"1336","2014092806","OAK",14,4,"MIA",38,3,1,-1,-24,24
"1337","2014092807","PIT",24,1,"TB",27,1,0,0,-3,3
"1338","2014092808","SD",33,0,"JAC",14,3,-3,3,19,-19
"1339","2014092809","SF",26,1,"PHI",21,4,-3,3,5,-5
"1340","2014092810","DAL",38,0,"NO",17,3,-3,3,21,-21
"1341","2014092900","KC",41,0,"NE",14,3,-3,3,27,-27
"1342","2014100200","GB",42,1,"MIN",10,3,-2,2,32,-32
"1343","2014100500","CAR",31,3,"CHI",24,4,-1,1,7,-7
"1344","2014100501","DAL",20,3,"HOU",17,1,2,-2,3,-3
"1345","2014100502","DET",14,2,"BUF",17,1,1,-1,-3,3
"1346","2014100503","IND",20,4,"BAL",13,3,1,-1,7,-7
"1347","2014100504","JAC",9,2,"PIT",17,1,1,-1,-8,8
"1348","2014100505","NO",37,3,"TB",31,1,2,-2,6,-6
"1349","2014100506","NYG",30,2,"ATL",20,1,1,-1,10,-10
"1350","2014100507","PHI",34,3,"STL",28,3,0,0,6,-6
"1351","2014100508","TEN",28,0,"CLE",29,1,-1,1,-1,1
"1352","2014100509","DEN",41,2,"ARI",20,0,2,-2,21,-21
"1353","2014100510","SD",31,1,"NYJ",0,2,-1,1,31,-31
"1354","2014100511","SF",22,0,"KC",17,1,-1,1,5,-5
"1355","2014100512","NE",43,0,"CIN",17,3,-3,3,26,-26
"1356","2014100600","WAS",17,0,"SEA",27,0,0,0,-10,10
"1357","2014100900","HOU",28,2,"IND",33,2,0,0,-5,5
"1358","2014101200","ATL",13,1,"CHI",27,0,1,-1,-14,14
"1359","2014101201","BUF",22,3,"NE",37,0,3,-3,-15,15
"1360","2014101202","CIN",37,2,"CAR",37,1,1,-1,0,0
"1361","2014101203","CLE",31,1,"PIT",10,1,0,0,21,-21
"1362","2014101204","MIA",24,3,"GB",27,0,3,-3,-3,3
"1363","2014101205","MIN",3,3,"DET",17,0,3,-3,-14,14
"1364","2014101206","NYJ",17,2,"DEN",31,0,2,-2,-14,14
"1365","2014101207","TB",17,1,"BAL",48,1,0,0,-31,31
"1366","2014101208","TEN",16,0,"JAC",14,2,-2,2,2,-2
"1367","2014101209","OAK",28,1,"SD",31,0,1,-1,-3,3
"1368","2014101210","ARI",30,0,"WAS",20,4,-4,4,10,-10
"1369","2014101211","SEA",23,1,"DAL",30,2,-1,1,-7,7
"1370","2014101212","PHI",27,2,"NYG",0,1,1,-1,27,-27
"1371","2014101300","STL",17,1,"SF",31,1,0,0,-14,14
"1372","2014101600","NE",27,0,"NYJ",25,0,0,0,2,-2
"1373","2014101900","BAL",29,3,"ATL",7,1,2,-2,22,-22
"1374","2014101901","BUF",17,4,"MIN",16,2,2,-2,1,-1
"1375","2014101902","CHI",14,3,"MIA",27,0,3,-3,-13,13
"1376","2014101903","DET",24,2,"NO",23,2,0,0,1,-1
"1377","2014101904","GB",38,0,"CAR",17,1,-1,1,21,-21
"1378","2014101905","IND",27,2,"CIN",0,0,2,-2,27,-27
"1379","2014101906","JAC",24,3,"CLE",6,3,0,0,18,-18
"1380","2014101907","STL",28,0,"SEA",26,0,0,0,2,-2
"1381","2014101908","WAS",19,2,"TEN",17,2,0,0,2,-2
"1382","2014101909","SD",20,1,"KC",23,0,1,-1,-3,3
"1383","2014101910","DAL",31,1,"NYG",21,2,-1,1,10,-10
"1384","2014101911","OAK",13,0,"ARI",24,1,-1,1,-11,11
"1385","2014101912","DEN",42,0,"SF",17,1,-1,1,25,-25
"1386","2014102000","PIT",30,1,"HOU",23,3,-2,2,7,-7
"1387","2014102300","DEN",35,0,"SD",21,2,-2,2,14,-14
"1388","2014102600","ATL",21,1,"DET",22,1,0,0,-1,1
"1389","2014102601","CAR",9,2,"SEA",13,2,0,0,-4,4
"1390","2014102602","CIN",27,2,"BAL",24,2,0,0,3,-3
"1391","2014102603","JAC",13,3,"MIA",27,1,2,-2,-14,14
"1392","2014102604","KC",34,1,"STL",7,1,0,0,27,-27
"1393","2014102605","NE",51,0,"CHI",23,2,-2,2,28,-28
"1394","2014102606","NYJ",23,6,"BUF",43,0,6,-6,-20,20
"1395","2014102607","TB",13,2,"MIN",19,0,2,-2,-6,6
"1396","2014102608","TEN",16,2,"HOU",30,0,2,-2,-14,14
"1397","2014102609","ARI",24,1,"PHI",20,3,-2,2,4,-4
"1398","2014102610","CLE",23,0,"OAK",13,3,-3,3,10,-10
"1399","2014102611","PIT",51,2,"IND",34,2,0,0,17,-17
"1400","2014102612","NO",44,1,"GB",23,3,-2,2,21,-21
"1401","2014102700","DAL",17,2,"WAS",20,1,1,-1,-3,3
"1402","2014103000","CAR",10,2,"NO",28,2,0,0,-18,18
"1403","2014110200","CIN",33,2,"JAC",23,1,1,-1,10,-10
"1404","2014110201","CLE",22,2,"TB",17,2,0,0,5,-5
"1405","2014110202","DAL",17,2,"ARI",28,1,1,-1,-11,11
"1406","2014110203","HOU",21,1,"PHI",31,4,-3,3,-10,10
"1407","2014110204","KC",24,0,"NYJ",10,0,0,0,14,-14
"1408","2014110205","MIA",37,0,"SD",0,4,-4,4,37,-37
"1409","2014110206","MIN",29,0,"WAS",26,1,-1,1,3,-3
"1410","2014110207","SF",10,2,"STL",13,2,0,0,-3,3
"1411","2014110208","NE",43,1,"DEN",21,2,-1,1,22,-22
"1412","2014110209","SEA",30,0,"OAK",24,3,-3,3,6,-6
"1413","2014110210","PIT",43,1,"BAL",23,2,-1,1,20,-20
"1414","2014110300","NYG",24,1,"IND",40,0,1,-1,-16,16
"1415","2014110600","CIN",3,4,"CLE",24,1,3,-3,-21,21
"1416","2014110900","BAL",21,0,"TEN",7,2,-2,2,14,-14
"1417","2014110901","BUF",13,3,"KC",17,1,2,-2,-4,4
"1418","2014110902","DET",20,1,"MIA",16,2,-1,1,4,-4
"1419","2014110903","JAC",17,3,"DAL",31,1,2,-2,-14,14
"1420","2014110904","NO",24,3,"SF",27,1,2,-2,-3,3
"1421","2014110905","NYJ",20,0,"PIT",13,4,-4,4,7,-7
"1422","2014110906","TB",17,3,"ATL",27,0,3,-3,-10,10
"1423","2014110907","OAK",17,3,"DEN",41,2,1,-1,-24,24
"1424","2014110908","ARI",31,1,"STL",14,3,-2,2,17,-17
"1425","2014110909","SEA",38,3,"NYG",17,2,1,-1,21,-21
"1426","2014110910","GB",55,1,"CHI",14,3,-2,2,41,-41
"1427","2014111000","PHI",45,0,"CAR",21,5,-5,5,24,-24
"1428","2014111300","MIA",22,2,"BUF",9,0,2,-2,13,-13
"1429","2014111600","CAR",17,2,"ATL",19,1,1,-1,-2,2
"1430","2014111601","CHI",21,2,"MIN",13,1,1,-1,8,-8
"1431","2014111602","CLE",7,2,"HOU",23,1,1,-1,-16,16
"1432","2014111603","GB",53,0,"PHI",20,4,-4,4,33,-33
"1433","2014111604","KC",24,2,"SEA",20,0,2,-2,4,-4
"1434","2014111605","NO",10,1,"CIN",27,0,1,-1,-17,17
"1435","2014111606","NYG",10,5,"SF",16,2,3,-3,-6,6
"1436","2014111607","STL",22,0,"DEN",7,2,-2,2,15,-15
"1437","2014111608","WAS",7,3,"TB",27,1,2,-2,-20,20
"1438","2014111609","SD",13,0,"OAK",6,1,-1,1,7,-7
"1439","2014111610","ARI",14,2,"DET",6,1,1,-1,8,-8
"1440","2014111611","IND",20,1,"NE",42,2,-1,1,-22,22
"1441","2014111700","TEN",24,1,"PIT",27,1,0,0,-3,3
"1442","2014112000","OAK",24,1,"KC",20,0,1,-1,4,-4
"1443","2014112300","ATL",24,1,"CLE",26,3,-2,2,-2,2
"1444","2014112301","BUF",38,0,"NYJ",3,1,-1,1,35,-35
"1445","2014112302","CHI",21,1,"TB",13,4,-3,3,8,-8
"1446","2014112303","HOU",13,1,"CIN",22,1,0,0,-9,9
"1447","2014112304","IND",23,3,"JAC",3,2,1,-1,20,-20
"1448","2014112305","MIN",21,1,"GB",24,0,1,-1,-3,3
"1449","2014112306","NE",34,1,"DET",9,1,0,0,25,-25
"1450","2014112307","PHI",43,2,"TEN",24,3,-1,1,19,-19
"1451","2014112308","SD",27,3,"STL",24,3,0,0,3,-3
"1452","2014112309","SEA",19,0,"ARI",3,1,-1,1,16,-16
"1453","2014112310","DEN",39,1,"MIA",36,1,0,0,3,-3
"1454","2014112311","SF",17,3,"WAS",13,1,2,-2,4,-4
"1455","2014112312","NYG",28,1,"DAL",31,1,0,0,-3,3
"1456","2014112400","NO",27,1,"BAL",34,1,0,0,-7,7
"1457","2014112700","DET",34,1,"CHI",17,2,-1,1,17,-17
"1458","2014112701","DAL",10,3,"PHI",33,1,2,-2,-23,23
"1459","2014112702","SF",3,3,"SEA",19,0,3,-3,-16,16
"1460","2014113000","BAL",33,0,"SD",34,2,-2,2,-1,1
"1461","2014113001","BUF",26,2,"CLE",10,3,-1,1,16,-16
"1462","2014113002","HOU",45,1,"TEN",21,4,-3,3,24,-24
"1463","2014113003","IND",49,3,"WAS",27,1,2,-2,22,-22
"1464","2014113004","JAC",25,0,"NYG",24,3,-3,3,1,-1
"1465","2014113005","MIN",31,0,"CAR",13,1,-1,1,18,-18
"1466","2014113006","PIT",32,2,"NO",35,0,2,-2,-3,3
"1467","2014113007","STL",52,0,"OAK",0,5,-5,5,52,-52
"1468","2014113008","TB",13,1,"CIN",14,3,-2,2,-1,1
"1469","2014113009","ATL",29,1,"ARI",18,3,-2,2,11,-11
"1470","2014113010","GB",26,0,"NE",21,0,0,0,5,-5
"1471","2014113011","KC",16,3,"DEN",29,1,2,-2,-13,13
"1472","2014120100","NYJ",13,1,"MIA",16,1,0,0,-3,3
"1473","2014120400","CHI",28,2,"DAL",41,0,2,-2,-13,13
"1474","2014120700","CIN",21,2,"PIT",42,0,2,-2,-21,21
"1475","2014120701","CLE",24,2,"IND",25,4,-2,2,-1,1
"1476","2014120702","DET",34,1,"TB",17,3,-2,2,17,-17
"1477","2014120703","JAC",13,1,"HOU",27,0,1,-1,-14,14
"1478","2014120704","MIA",13,0,"BAL",28,1,-1,1,-15,15
"1479","2014120705","MIN",30,2,"NYJ",24,2,0,0,6,-6
"1480","2014120706","NO",10,2,"CAR",41,0,2,-2,-31,31
"1481","2014120707","TEN",7,3,"NYG",36,1,2,-2,-29,29
"1482","2014120708","WAS",0,2,"STL",24,0,2,-2,-24,24
"1483","2014120709","ARI",17,0,"KC",14,2,-2,2,3,-3
"1484","2014120710","DEN",24,3,"BUF",17,3,0,0,7,-7
"1485","2014120711","OAK",24,0,"SF",13,2,-2,2,11,-11
"1486","2014120712","PHI",14,2,"SEA",24,2,0,0,-10,10
"1487","2014120713","SD",14,1,"NE",23,2,-1,1,-9,9
"1488","2014120800","GB",43,0,"ATL",37,1,-1,1,6,-6
"1489","2014121100","STL",6,2,"ARI",12,0,2,-2,-6,6
"1490","2014121400","ATL",20,1,"PIT",27,0,1,-1,-7,7
"1491","2014121401","BAL",20,1,"JAC",12,1,0,0,8,-8
"1492","2014121402","BUF",21,1,"GB",13,2,-1,1,8,-8
"1493","2014121403","CAR",19,1,"TB",17,3,-2,2,2,-2
"1494","2014121404","CLE",0,2,"CIN",30,1,1,-1,-30,30
"1495","2014121405","DET",16,0,"MIN",14,2,-2,2,2,-2
"1496","2014121406","IND",17,2,"HOU",10,2,0,0,7,-7
"1497","2014121407","KC",31,1,"OAK",13,1,0,0,18,-18
"1498","2014121408","NE",41,1,"MIA",13,2,-1,1,28,-28
"1499","2014121409","NYG",24,1,"WAS",13,1,0,0,11,-11
"1500","2014121410","SD",10,2,"DEN",22,0,2,-2,-12,12
"1501","2014121411","TEN",11,1,"NYJ",16,0,1,-1,-5,5
"1502","2014121412","SEA",17,1,"SF",7,0,1,-1,10,-10
"1503","2014121413","PHI",27,4,"DAL",38,1,3,-3,-11,11
"1504","2014121500","CHI",15,3,"NO",31,1,2,-2,-16,16
"1505","2014121800","JAC",21,0,"TEN",13,0,0,0,8,-8
"1506","2014122000","WAS",27,2,"PHI",24,2,0,0,3,-3
"1507","2014122001","SF",35,3,"SD",38,3,0,0,-3,3
"1508","2014122100","CAR",17,2,"CLE",13,1,1,-1,4,-4
"1509","2014122101","CHI",14,1,"DET",20,3,-2,2,-6,6
"1510","2014122102","HOU",25,2,"BAL",13,3,-1,1,12,-12
"1511","2014122103","MIA",37,2,"MIN",35,1,1,-1,2,-2
"1512","2014122104","NO",14,4,"ATL",30,0,4,-4,-16,16
"1513","2014122105","NYJ",16,1,"NE",17,1,0,0,-1,1
"1514","2014122106","PIT",20,0,"KC",12,1,-1,1,8,-8
"1515","2014122107","TB",3,1,"GB",20,1,0,0,-17,17
"1516","2014122108","STL",27,3,"NYG",37,0,3,-3,-10,10
"1517","2014122109","DAL",42,1,"IND",7,3,-2,2,35,-35
"1518","2014122110","OAK",26,0,"BUF",24,2,-2,2,2,-2
"1519","2014122111","ARI",6,1,"SEA",35,0,1,-1,-29,29
"1520","2014122200","CIN",37,2,"DEN",28,4,-2,2,9,-9
"1521","2014122800","ATL",3,3,"CAR",34,0,3,-3,-31,31
"1522","2014122801","BAL",20,0,"CLE",10,2,-2,2,10,-10
"1523","2014122802","GB",30,2,"DET",20,1,1,-1,10,-10
"1524","2014122803","HOU",23,2,"JAC",17,0,2,-2,6,-6
"1525","2014122804","KC",19,0,"SD",7,3,-3,3,12,-12
"1526","2014122805","MIA",24,1,"NYJ",37,1,0,0,-13,13
"1527","2014122806","MIN",13,1,"CHI",9,0,1,-1,4,-4
"1528","2014122807","NE",9,0,"BUF",17,1,-1,1,-8,8
"1529","2014122808","NYG",26,1,"PHI",34,1,0,0,-8,8
"1530","2014122809","PIT",27,0,"CIN",17,1,-1,1,10,-10
"1531","2014122810","TB",20,1,"NO",23,3,-2,2,-3,3
"1532","2014122811","TEN",10,1,"IND",27,0,1,-1,-17,17
"1533","2014122812","WAS",17,4,"DAL",44,1,3,-3,-27,27
"1534","2014122813","DEN",47,1,"OAK",14,2,-1,1,33,-33
"1535","2014122814","SF",20,0,"ARI",17,3,-3,3,3,-3
"1536","2014122815","SEA",20,2,"STL",6,3,-1,1,14,-14
"1537","2015091000","NE",28,0,"PIT",21,1,-1,1,7,-7
"1538","2015091300","CHI",23,1,"GB",31,0,1,-1,-8,8
"1539","2015091301","STL",34,3,"SEA",31,1,2,-2,3,-3
"1540","2015091302","JAC",9,3,"CAR",20,1,2,-2,-11,11
"1541","2015091303","WAS",10,2,"MIA",17,1,1,-1,-7,7
"1542","2015091304","BUF",27,0,"IND",14,3,-3,3,13,-13
"1543","2015091305","NYJ",31,1,"CLE",10,5,-4,4,21,-21
"1544","2015091306","HOU",20,2,"KC",27,0,2,-2,-7,7
"1545","2015091307","ARI",31,1,"NO",19,1,0,0,12,-12
"1546","2015091308","SD",33,3,"DET",28,2,1,-1,5,-5
"1547","2015091309","DEN",19,1,"BAL",13,2,-1,1,6,-6
"1548","2015091310","OAK",13,2,"CIN",33,0,2,-2,-20,20
"1549","2015091311","TB",14,2,"TEN",42,1,1,-1,-28,28
"1550","2015091312","DAL",27,3,"NYG",26,0,3,-3,1,-1
"1551","2015091400","ATL",26,2,"PHI",24,2,0,0,2,-2
"1552","2015091401","SF",20,1,"MIN",3,1,0,0,17,-17
"1553","2015091700","KC",24,5,"DEN",31,1,4,-4,-7,7
"1554","2015092000","CAR",24,1,"HOU",17,1,0,0,7,-7
"1555","2015092001","BUF",32,3,"NE",40,2,1,-1,-8,8
"1556","2015092002","CIN",24,2,"SD",19,3,-1,1,5,-5
"1557","2015092003","CLE",28,0,"TEN",14,3,-3,3,14,-14
"1558","2015092004","NYG",20,1,"ATL",24,0,1,-1,-4,4
"1559","2015092005","WAS",24,1,"STL",10,0,1,-1,14,-14
"1560","2015092006","CHI",23,2,"ARI",48,2,0,0,-25,25
"1561","2015092007","MIN",26,1,"DET",16,3,-2,2,10,-10
"1562","2015092008","NO",19,3,"TB",26,2,1,-1,-7,7
"1563","2015092009","PIT",43,0,"SF",18,1,-1,1,25,-25
"1564","2015092010","OAK",37,1,"BAL",33,2,-1,1,4,-4
"1565","2015092011","JAC",23,0,"MIA",20,0,0,0,3,-3
"1566","2015092012","PHI",10,3,"DAL",20,2,1,-1,-10,10
"1567","2015092013","GB",27,1,"SEA",17,2,-1,1,10,-10
"1568","2015092100","IND",7,5,"NYJ",20,1,4,-4,-13,13
"1569","2015092400","NYG",32,0,"WAS",21,3,-3,3,11,-11
"1570","2015092700","DAL",28,1,"ATL",39,0,1,-1,-11,11
"1571","2015092701","CAR",27,0,"NO",22,2,-2,2,5,-5
"1572","2015092702","NYJ",17,4,"PHI",24,1,3,-3,-7,7
"1573","2015092703","HOU",19,1,"TB",9,1,0,0,10,-10
"1574","2015092704","MIN",31,1,"SD",14,2,-1,1,17,-17
"1575","2015092705","STL",6,1,"PIT",12,1,0,0,-6,6
"1576","2015092706","NE",51,0,"JAC",17,1,-1,1,34,-34
"1577","2015092707","BAL",24,1,"CIN",28,2,-1,1,-4,4
"1578","2015092708","CLE",20,2,"OAK",27,1,1,-1,-7,7
"1579","2015092709","TEN",33,2,"IND",35,2,0,0,-2,2
"1580","2015092710","ARI",47,1,"SF",7,4,-3,3,40,-40
"1581","2015092711","SEA",26,0,"CHI",0,0,0,0,26,-26
"1582","2015092712","MIA",14,3,"BUF",41,0,3,-3,-27,27
"1583","2015092713","DET",12,3,"DEN",24,2,1,-1,-12,12
"1584","2015092800","GB",38,0,"KC",28,1,-1,1,10,-10
"1585","2015100100","PIT",20,0,"BAL",23,2,-2,2,-3,3
"1586","2015100400","MIA",14,2,"NYJ",27,1,1,-1,-13,13
"1587","2015100401","CHI",22,3,"OAK",20,2,1,-1,2,-2
"1588","2015100402","ATL",48,0,"HOU",21,4,-4,4,27,-27
"1589","2015100403","CIN",36,0,"KC",21,1,-1,1,15,-15
"1590","2015100404","IND",16,2,"JAC",13,0,2,-2,3,-3
"1591","2015100405","WAS",23,1,"PHI",20,2,-1,1,3,-3
"1592","2015100406","TB",23,5,"CAR",37,1,4,-4,-14,14
"1593","2015100407","BUF",10,2,"NYG",24,1,1,-1,-14,14
"1594","2015100408","SD",30,0,"CLE",27,1,-1,1,3,-3
"1595","2015100409","SF",3,1,"GB",17,0,1,-1,-14,14
"1596","2015100410","ARI",22,3,"STL",24,0,3,-3,-2,2
"1597","2015100411","DEN",23,2,"MIN",20,1,1,-1,3,-3
"1598","2015100412","NO",26,0,"DAL",20,0,0,0,6,-6
"1599","2015100500","SEA",13,3,"DET",10,1,2,-2,3,-3
"1600","2015100800","HOU",20,2,"IND",27,0,2,-2,-7,7
"1601","2015101100","PHI",39,2,"NO",17,4,-2,2,22,-22
